CID41;41;ContractedDetType;it;sulleDetST;sulle;
CID5;5;ContractedDetType;it;allaDetST;alla;
CID6;6;ContractedDetType;it;alleDetST;alle;
CID7;7;ContractedDetType;it;colDetST;col;
CID8;8;ContractedDetType;it;colloDetST;collo;
CID9;9;ContractedDetType;it;collDetST;coll;
CIF0;0;CliticFeature;it,pt;clitico1;clitico1;dummy one
CIT11;11;CliticType;it;cliticEquiClass1;cliticEquiClass1;
CIT12;12;CliticType;it;cliticEquiClass2;cliticEquiClass2;
CIT13;13;CliticType;it;cliticEquiClass3;cliticEquiClass3;
CIT14;14;CliticType;it;cliticEquiClass4;cliticEquiClass4;
CIT15;15;CliticType;it;cliticEquiClass5;cliticEquiClass5;
CIT16;16;CliticType;it;cliticEquiClass6;cliticEquiClass6;
CJS0;0;ConjunctionSelection;de;multipleConjuncts;multipleConjuncts;"und", "oder", in opposite to "aber", "denn"
CJS1;1;ConjunctionSelection;de;enableEllipsis;enableEllipsis;"und", "oder", "aber" in opposite to "denn"
CJS10;10;ConjunctionSelection;de;CPConj;CP;e.g.: dass er kommt und ...
CJS11;11;ConjunctionSelection;de;CPInfinitive;CPInfinitive;
CJS12;12;ConjunctionSelection;de;CPInfWithoutZu;CPInfWithoutZu;
CJS13;13;ConjunctionSelection;de;CPrelative;CPrelative;
CJS14;14;ConjunctionSelection;de;CPwhcompl;CPwhcompl;
CJS2;2;ConjunctionSelection;de;sentenceLevel;sentenceLevel;denn, nur, und, oder, aber...
CJS3;3;ConjunctionSelection;de;constituentLevel;constituentLevel;sowie, und, oder, aber
CJS4;4;ConjunctionSelection;de;AnyConjuncts;AnyConjuncts;
CJS5;5;ConjunctionSelection;de;DPconjuncts;DPconjuncts;
CJS6;6;ConjunctionSelection;de;PPconjuncts;PPconjuncts;
CJS7;7;ConjunctionSelection;de;Advconjuncts;Advconjuncts;
CJS8;8;ConjunctionSelection;de;CPconjuncts;CPconjuncts;
CJS9;9;ConjunctionSelection;de;CPV2;CPV2;e.g.: er kommt und
CLF0;0;CollocFeature;;pluralColloc;pluralColloc;
CLF1;1;CollocFeature;;detLessCompl;detLessCompl;
CLF10;10;CollocFeature;;forTranslationOnly;forTranslationOnly;
CLF11;11;CollocFeature;;comparatifAdj;comparatifAdj;ex: meilleure performance
CLF12;12;CollocFeature;;partitifDetCompl;partitifDetCompl;ex: plus de lait
CLF13;13;CollocFeature;;prepAdjNoun;prepAdjNoun;à vive allure
CLF14;14;CollocFeature;;hyphen;hyphen;trait d'union
CLF15;16;CollocFeature;;virgule;virgule;Mesdames, Messieurs
CLF16;15;CollocFeature;;comparativeAdj;comparativeAdj;on closer inspection / examination
CLF17;17;CollocFeature;;demonstrativeDetCompl;demonstrativeDetCompl;à cet égard
CLF2;2;CollocFeature;;notDetLessCompl;notDetLessCompl;
CLF3;3;CollocFeature;;pluralCompl;pluralCompl;
CLF31;31;CollocFeature;;partOfColloc;partOfColloc;participation à une autre colloc
CLF4;4;CollocFeature;;possessiveCompl;possessiveCompl;
CLF5;5;CollocFeature;;bareNounCompl;bareNounCompl;eg prendre soin
CLF6;6;CollocFeature;;frozenCompl;frozenCompl;+/- expr idiomatique, eg prendre la parole
CLF7;7;CollocFeature;;nounPossNoun;nounPossNoun;collector's item
CLF8;8;CollocFeature;;indefiniteDetCompl;indefiniteDetCompl;ex: émettre des réserves
CLF9;9;CollocFeature;;compoundColloc;compound;ex: bande passante, Premier ministre
COE5;5;ConjunctionFeature;en;gerundConj;gerundConj;while doing¿
COF0;0;ConjunctionFeature;;noInfinitivalConj;noInfinitival;if / si
COF1;1;ConjunctionFeature;;disjunctionConj;disjunction;or / ou
COF10;10;ConjunctionFeature;fr;neFacultatifConj;neFacultatif;avant que
COF11;11;ConjunctionFeature;;modifConj;modif;faute de
COF12;12;ConjunctionFeature;fr;enConj;en;en+V-ant, "en travaillant..."
COF13;13;ConjunctionFeature;fr;parCompl;parCompl;par + infinitif ; e.g.  il commença par dormir
COF14;14;ConjunctionFeature;fr;exclConj;exclConj;exclamative, eg. pourvu qu'il vienne !
COF16;15;ConjunctionFeature;fr;participePrésentConj;partPrés;
COF2;2;ConjunctionFeature;;whConj;wh;whether
COF3;3;ConjunctionFeature;;declarativeConj;declarative;that / que
COF4;4;ConjunctionFeature;en;forConj;for;for
COF5;5;ConjunctionFeature;fr,es,pt;deCompl;deCompl;de + infinitif
COF6;6;ConjunctionFeature;fr,pt;aCompl;àCompl;à  + infinitif
COF7;7;ConjunctionFeature;;indConj;ind;afin/lorsque/quand...
COF8;8;ConjunctionFeature;;infConj;infinitif;afin de
COF9;9;ConjunctionFeature;en,fr,it,es,pt;subjConj;subj;bien que
COL0;0;CollocType;;adjectiveNoun;adjectif-nom;ADJ-NOUN
COL1;1;CollocType;;nounAdjective;nom-adjectif;NOUN-ADJ
COL10;10;CollocType;;nounPrepNoun;nom prép nom;NOUN-PREP-NOUN
COL12;12;CollocType;fr;nomNom;nom-nom (1er = tête);NOUN-NOUN
COL13;13;CollocType;;adjPrepNoun;adj-prep-nom;ADJ-PREP-NOUN
COL14;14;CollocType;;verbAdjective;verbe adjectif;VERB-ADJ
COL15;15;CollocType;;verbVerb;verbe verbe;VERB-VERB
COL16;16;CollocType;;prepNoun;prép nom;PREP-NOUN
COL17;17;CollocType;;verbAdverb;verbe adverbe;VERB-ADV
COL18;18;CollocType;;nounPrepVerb;nom prép verbe;NOUN-PREP-VERB
COL19;19;CollocType;;PPmodifier;PPmodifieur;PREP-NOUN-ADJ
COL2;2;CollocType;de,en;nounNoun;noun-noun (2ème = tête);NOUN-NOUN
COL20;20;CollocType;;advAdj;adverbe-adjectif;ADV-ADJ
COL21;21;CollocType;;adjPrep;adjectif-prep;ADJ-PREP
COL22;22;CollocType;;nounAndNoun;noun & noun;NOUN-CONJ-NOUN
COL23;23;CollocType;;verbAndVerb;verb & verb;VERB-CONJ-VERB
COL24;24;CollocType;;nounAdverb;nom adverbe;NOUN-ADV
COL25;25;CollocType;;detNom;det nom;DET-NOUN
COL26;26;CollocType;;adjAndAdj;adj & adj;ADJ-CONJ-ADJ
COL27;27;CollocType;;adjPrepVerb;adj-prep-verbe;ADJ-PREP-VERB
COL28;28;CollocType;;advAdv;adverbe adverbe;ADV-ADV
COL29;29;CollocType;;nounPossNoun;noun-poss-noun;NOUN-Poss-NOUN
COL3;3;CollocType;;subjectVerb;sujet-verbe;NOUN-VERB
COL30;30;CollocType;de,el;nounDPGen;nom + dp génitif;NOUN-Gen-NOUN
COL31;31;CollocType;;prefixNoun;prefixNoun;
COL32;32;CollocType;;adverbNoun;adverbe nom;ADV-NOUN
COL33;33;CollocType;;adverbAndAdverb;adv & adv;ADV-CONJ-ADV
COL34;34;CollocType;;adjAdv;adjectif adverbe;ADJ-ADV
COL35;35;CollocType;;advDet;adverbe det;ADV-DET
COL4;4;CollocType;;verbObject;verbe-objet direct;VERB-NOUN
COL5;5;CollocType;;verbPrep;verbe prép;VERB-PREP
COL6;6;CollocType;;verbPrepArg;verbe prép arg;VERB-PREP-NOUN
COL7;7;CollocType;;nounPredAdjective;nom verbe adjectif predicatif;NOUN-ADJ
CON0;0;ConjunctionType;;coordination;coordination;and
CON1;1;ConjunctionType;;subordination;subordination;although
COO0;0;CoocType;;adjectiveNoun;adjectiveNoun;
COO1;1;CoocType;;nounAdjective;nounAdjective;
COO10;10;CoocType;;nounPrepNoun;nounPrepNoun;
COO11;11;CoocType;;collocation;collocation;
COO12;12;CoocType;;nomNom;nomNom;1er nom = tête
COO13;13;CoocType;;adjPrepNoun;adjPrepNoun;fou de rage
COO14;14;CoocType;;verbAdjective;verbAdjective;
COO2;2;CoocType;;nounNoun;nounNoun;2ème nom = tête
COO3;3;CoocType;;subjectVerb;subjectVerb;
COO4;4;CoocType;;verbObject;verbObject;
COO5;5;CoocType;;verbPrep;verbPrep;
COO6;6;CoocType;;verbPrepArg;verbPrepArg;
COO7;7;CoocType;;nounPredAdjective;nounPredAdjective;
COO8;8;CoocType;;compoundNoun;compoundNoun;
COO9;9;CoocType;;idiom;idiom;
COS10;10;ConjunctionFeature;es;queInfinitif;queInfinitif;que + infinitif
COS13;13;ConjunctionFeature;es;porCompl;porCompl;por + infinitif
COS14;14;ConjunctionFeature;es;paraCompl;paraCompl;para + infinitif
COS15;15;ConjunctionFeature;es;conCompl;conCompl;
COS16;16;ConjunctionFeature;es;enCompl;enCompl;
CPD0;0;ContractedDetType;pt;aoDet;ao;
CPD1;1;ContractedDetType;pt;àDet;à;
CPD10;10;ContractedDetType;pt;nosDet;nos;
CPD11;11;ContractedDetType;pt;nasDet;nas;
CPD12;12;ContractedDetType;pt;peloDet;pelo;
CPD13;13;ContractedDetType;pt;pelaDet;pela;
CPD14;14;ContractedDetType;pt;pelosDet;pelos;
CPD15;15;ContractedDetType;pt;pelasDet;pelas;
CPD16;16;ContractedDetType;pt;numDet;num;
CPD17;17;ContractedDetType;pt;numaDet;numa;
CPD18;18;ContractedDetType;pt;nunsDet;nuns;
CPD19;19;ContractedDetType;pt;numasDet;numas;
CPD2;2;ContractedDetType;pt;aosDet;aos;
CPD20;20;ContractedDetType;pt;dumDet;dum;
CPD21;21;ContractedDetType;pt;dumaDet;duma;
CPD22;22;ContractedDetType;pt;dunsDet;duns;
CPD23;23;ContractedDetType;pt;dumasDet;dumas;
CPD3;3;ContractedDetType;pt;àsDet;às;
CPD4;4;ContractedDetType;pt;doDet;do;
CPD5;5;ContractedDetType;pt;daDet;da;
CPD6;6;ContractedDetType;pt;dosDet;dos;
CPD7;7;ContractedDetType;pt;dasDet;das;
CPD8;8;ContractedDetType;pt;noDet;no;
CPD9;9;ContractedDetType;pt;naDet;na;
CPT13;13;CliticType;pt;cliticMixte;cliticMixte;
CPT14;14;CliticType;pt;cliticContracté;cliticContracté;
CPX0;0;Complexity;;simple;simple;
CPX1;1;Complexity;;complex;complex;
CST10;10;CliticType;es;cliticSujet;cliticSujet;
CST11;11;CliticType;es,pt;cliticObjetDirect;cliticOD;
CST12;12;CliticType;es,pt;cliticObjetIndirect;cliticOI;
CTX48;48;ContextType;;Swiss;Swiss;
CXT0;0;ContextType;;Administration;Administration;
CXT1;1;ContextType;;Art;Art;
CXT10;10;ContextType;;Farming;Farming;
CXT11;11;ContextType;;Finance;Finance;
CXT12;12;ContextType;;Gambling;Gambling;
CXT13;13;ContextType;;Geography;Geography;
CXT14;14;ContextType;;Hunting;Hunting;
CXT15;15;ContextType;;Industry;Industry;
CXT16;16;ContextType;;Jobs;Jobs;
CXT17;17;ContextType;;LawAndPolice;LawAndPolice;
CXT18;18;ContextType;;Linguistics;Linguistics;
CXT19;19;ContextType;;Literature;Literature;
CXT2;2;ContextType;;Auto;Auto;
CXT20;20;ContextType;;Mathematics;Mathematics;
CXT21;21;ContextType;;Medicine;Medicine;
CXT22;22;ContextType;;Navigation;Navigation;
CXT23;23;ContextType;;Occupations;Occupations;ex. philatelie
CXT24;24;ContextType;;Photo;Photo;
CXT25;25;ContextType;;Politics;Politics;
CXT26;26;ContextType;;Rail;Rail;
CXT27;27;ContextType;;ScienceAndTechnics;ScienceAndTechnics;
CXT28;28;ContextType;;Culinary;Culinary;
CXT29;29;ContextType;;Editing;Editing;
CXT3;3;ContextType;;Aviation;Aviation;
CXT30;30;ContextType;;Psych;Psych;
CXT31;31;ContextType;;Religion;Religion;
CXT32;32;ContextType;;School;School;
CXT33;33;ContextType;;Typography;Typography;
CXT34;34;ContextType;;Handicraft;Handicraft;
CXT35;35;ContextType;;Sport;Sport;
CXT36;36;ContextType;;Telecomm;Telecomm;
CXT37;37;ContextType;;Zoology;Zoology;
CXT38;38;ContextType;;Meteorology;Meteorology;
CXT39;39;ContextType;;Military;Military;
CXT4;4;ContextType;;Biology;Biology;
CXT40;40;ContextType;;US;US;
CXT41;41;ContextType;;Brit;Brit;
CXT42;42;ContextType;;History;History;
CXT43;43;ContextType;;Colloquial;Colloquial;
CXT44;44;ContextType;;Figurative;Figurative;
CXT45;45;ContextType;;Pejorative;Pejorative;
CXT46;46;ContextType;;Standard;Standard;
CXT47;47;ContextType;;otherContext;otherContext;
CXT49;49;ContextType;;Austrian;Austrian;
CXT5;5;ContextType;;Body;Body;
CXT6;6;ContextType;;Botanics;Botanics;
CXT7;7;ContextType;;Cinema;Cinema;
CXT8;8;ContextType;;Construction;Construction;
CXT9;9;ContextType;;Economics;Economics;
DCT10;10;DeclensionType;de;strong;strong;no det: "grosser Man"
DCT11;11;DeclensionType;de;weak;weak;definite det: "der grosse Man"
DCT12;12;DeclensionType;de;mixed;mixed;undefinite det: "ein grosser Man"
DDS0;0;DeterminerSelection;de;NP;[_NP];[_NP] der [NP Baum]
DDS1;1;DeterminerSelection;de;NPSg;[NP {+sg}];[NP {+sg}] jede Pflanze
DDS2;2;DeterminerSelection;de;NPPl;[_NP {+Pl}];[_NP {+Pl}] mehrere
DDS3;3;DeterminerSelection;de;NPSgMass;[_NP {+Sg:+Mass}];[_NP {+Sg:+Mass}] wenig Honig
DDS4;4;DeterminerSelection;de;DPDef;[_DP {+Def}];[_DP {+Def}] alle deine Fehler
DDS5;5;DeterminerSelection;de;DPGenDefPl;[_DP {+Gen;+Def;+Pl}];[_DP {+Gen;+Def;+Pl}] eine deiner Finger
DDS6;6;DeterminerSelection;de;PPvonDefPl;[_PP von {+Def;+Pl}];[_PP von {+Def;+Pl}] zwei von ihren Taten
DEG0;0;Degree;;positive;positive;good
DEG1;1;Degree;;comparative;comparative;better
DEG2;2;Degree;;superlative;superlative;best
DEI29;39;DeterminerType;it;negativeDet;negative;
DES2;12;DeterminerType;es,eo;demonstratifProcheDet;demonstratifProche;este
DES29;39;DeterminerType;es,eo;demonstratifLointainDet;demonstratifLointain;aquel
DES30;40;DeterminerType;es,eo;demonstratifMixteDet;demonstratifMixte;ése
DET0;10;DeterminerType;;definiteDet;definite;the
DET1;11;DeterminerType;;indefiniteDet;indefinite;a
DET10;20;DeterminerType;;polarityItemDet;polarityItem;any
DET11;21;DeterminerType;;saxonDet;saxon;'s
DET12;22;DeterminerType;;comparativeDet;comparative;plus, moins, autant
DET13;23;DeterminerType;;emptyDet;empty;
DET14;24;DeterminerType;;ditransitiveDet;ditransitive;
DET15;25;DeterminerType;;pronominalDet;pronominal;eux, lui
DET16;26;DeterminerType;;properNameDet;properName;Paul
DET18;28;DeterminerType;;pronominalSubject;pronominalSubject;il, nous
DET19;29;DeterminerType;;percentDet;percent;23%
DET2;12;DeterminerType;en,fr,de,it,rm,la,pt;demonstrativeDet;demonstrative;this
DET20;30;DeterminerType;;ordinalDet;ordinal;1er, 12e, 1291e
DET21;31;DeterminerType;;specialNumberDet;specialNumber;751.57.09
DET22;32;DeterminerType;;cardinalDet;cardinal;12, 1291
DET23;33;DeterminerType;;digitDet;digit;DP chiffre, e.g. 12 vs. douze
DET24;34;DeterminerType;;expletiveDet;expletive;"il" impersonnel, "it" etc.
DET25;35;DeterminerType;;thereDet;there;
DET26;36;DeterminerType;;gerundDet;gerund;
DET27;37;DeterminerType;;indepPossessiveDet;indepPossessive;independent possessive pronoun "hers"
DET28;38;DeterminerType;;reflexiveReciprocalDet;reflexiveReciprocal;se, etc.
DET3;13;DeterminerType;;possessiveDet;possessive;his
DET4;14;DeterminerType;;interrogativeDet;interrogative;which, what
DET5;15;DeterminerType;;numeralDet;numeral;one, first
DET6;16;DeterminerType;;quantitativeDet;quantitative;most, several, all
DET7;17;DeterminerType;;universalDet;universal;tous, chaque
DET8;18;DeterminerType;;contractedDet;contracted;au, aux, du
DET9;19;DeterminerType;;partitiveDet,;partitive;du, des
DIG0;0;DeterminerInflection;;irregular;irregular;
DIG-1;-1;DeterminerInflection;;noInflexion;noInflexion;
DIL1;1;DeterminerInflection;la;regular;1. pronoms-adjectifs possessifs meus, a, um;
DSF0;0;DetSynFeature;es;specialAgreement;specialAgreement;
DTG1;1;DeclinationType;de;declTypeI;declTypeI;without determiner: "weicher Stoff"
DTG2;2;DeclinationType;de;declTypeII;declTypeII;definite determiner: "der weiche Stoff"
DTG3;3;DeclinationType;de;declTypeIII;declTypeIII;indefinite determiner: "kein weicher Stoff"
DTG4;4;DeclinationType;de;declTypeIV;declTypeIV;declTypeI and declType II
EDS0;0;DeterminerSelection;en,fr,it,es,eo,la,pt;Ncpl;Ncpl;
EDS1;1;DeterminerSelection;en,fr,it,es,la,pt;Nmass;Nmass;
EDS2;2;DeterminerSelection;en,fr,it,es,la,pt;Ddef;Ddef;
EDS3;3;DeterminerSelection;en,fr,it,es,eo,la,pt;Dnum;Dnum;
EDS4;4;DeterminerSelection;en,fr,it,es,la,pt;Vcpl;Vcpl;
EDS5;5;DeterminerSelection;en,fr,it,es,la,pt;distributiveDet;distributiveDet;
EDS6;6;DeterminerSelection;en;Pof;Pof;
EDS7;7;DeterminerSelection;en;than;than;
EDS8;8;DeterminerSelection;en;Dindef;Dindef;
ENF0;0;NPFeature;;impersonalNP;impersonal;
ENF1;1;NPFeature;;animateNP;animate;
ENF2;2;NPFeature;;humanNP;human;
ENF3;3;NPFeature;;inanimateNP;inanimate;
ENF4;4;NPFeature;en;reflexiveNP;reflexiveNP;
ENF5;5;NPFeature;en;possessive;possessiveNP;
ENF6;6;NPFeature;en;enf7;enf7;
ESS0;0;Essai;;no&no;;
FDS6;6;DeterminerSelection;fr,es;Pde;Pde;
FLA0;0;Flags;;0;0;
FLA1;1;Flags;en,eo,es,fr,it,la,pt,rm;1;1;
FLA10;10;Flags;;10;10;
FLA11;11;Flags;;variant;variant;
FLA15;15;Flags;;15;15;
FLA16;16;Flags;;16;16;flag de continuation
FLA17;17;Flags;;17;17;
FLA18;18;Flags;;18;18;
FLA19;19;Flags;;19;19;
FLA2;2;Flags;en,eo,es,fr,it,la,pt,rm;2;2;
FLA20;20;Flags;;homograph;homograph;record, président
FLA21;21;Flags;;21;21;
FLA22;22;Flags;;verbHomograph;verbHomograph;
FLA23;23;Flags;;adjHomograph;adjHomograph;
FLA24;24;Flags;;nounHomograph;nounHomograph;
FLA25;25;Flags;en,fr,it;formeElidee;formeElidee;jusqu', forme elidee
FLA26;26;Flags;en,fr,it;formeNonElidee;formeNonElidee;jusque, mot susceptible d'elision
FLA27;27;Flags;;uncheckedLiaison;uncheckedLiaison;presence d'une consonne latente doit etre validee
FLA28;28;Flags;;uncheckedNonLiaison;uncheckedNonLiaison;l'absence d'une consonne latente doit etre validee
FLA3;3;Flags;en,eo,es,fr,it,la,pt,rm;privateProperNoun;privateProperNoun;Nom propre qui devrait faire partie d'un lexique privé
FLA4;4;Flags;en,eo,es,fr,it,la,pt,rm;4;4;
FLA5;5;Flags;en,eo,es,fr,it,la,pt,rm;5;5;
FLA6;6;Flags;;6;6;
FLA7;7;Flags;;7;7;
FLA8;8;Flags;;8;8;
FLA9;9;Flags;;9;9;
FLD1;1;Flags;de;1;Infl  Klasse I;
FLD12;12;Flags;de;12;12 ( 1 autrefois);
FLD2;2;Flags;de;2;Infl  Klasse II;
FLD3;3;Flags;de;3;Infl  Klasse III;Classe pour composition de noms
FLD4;4;Flags;de;4;Infl  Klasse IV;
FLD5;5;Flags;de;5;Infl  Klasse V;
FLE30;30;Flags;en;contractedForm;contractedForm;isn't, cannot, couldn't
FLE31;31;Flags;en;pronunciationFlag;pronunciationFlag;peut se prononcer de 2 manières, p.e. prOcess ou procEss
FLF29;29;Flags;fr;hMuet;hMuet;homme
FLF30;30;Flags;fr;noElision;noElision;onze, onzième, un, huit
FLF31;31;Flags;fr;tresFlag;tresFlag;marque les adv très et si -> à mettre dans trait d'adverbe
FLI31;29;Flags;it;verbCliticHomograph;verbCliticHomograph;vestiti [N] (les vêtement) - vestiti (habille-toi)
FLP13;13;Flags;pt;diminutif;diminutif;
FLP14;14;Flags;pt;augmentatif;augmentatif;
FLS12;12;Flags;es;formeImpersonnelle;formeImpersonnelle;
FLS25;25;Flags;es;apócope;apócope;algún
FLS26;26;Flags;es;noApocopado;noApocopado;alguno
FLS29;29;Flags;es;aTonique;aTonique;
GEN0;0;Gender;;masculine;masc;
GEN1;1;Gender;;feminine;fem;
GEN2;2;Gender;en,de,la;neuter;neut;
GNF4;4;NPFeature;de;gnf5;gnf5;
GNF5;5;NPFeature;de;gnf6;gnf6;
GNF6;6;NPFeature;de;gnf7;gnf7;
GRF0;0;GrammaticalFunction;;subject;subject;
GRF1;1;GrammaticalFunction;;indirectObject;indirectObject;
GRF2;2;GrammaticalFunction;;directObject;directObject;
GRF3;3;GrammaticalFunction;;PrepObject;PrepObject;
GRF4;4;GrammaticalFunction;;PrepObject2;PrepObject2;
GRF5;5;GrammaticalFunction;;PredObject;PredObject;
GRF6;6;GrammaticalFunction;;SObject;SObject;
IDI0;0;IdiomType;;fixedI;fixedI;
IDI1;1;IdiomType;;laxI;laxI;
IDI2;2;IdiomType;;possessI;possessI;
IDI3;3;IdiomType;;particleI;particleI;
IDS10;10;DeterminerSelection;it;Ptra;Ptra;
IDS11;11;DeterminerSelection;it;Pfra;Pfra;
IDS12;12;DeterminerSelection;it,pt;Dposs;Dposs;possessive det, e.g. il suo libro
IDS6;6;DeterminerSelection;it;Pdi;Pdi;
IDS7;7;DeterminerSelection;it;Nabstr;Nabstr;abstract noun
IDS8;8;DeterminerSelection;it;Ncount;Ncount;countable noun
IDS9;9;DeterminerSelection;it;Ddem;Ddem;demonstrative determiner
INF4;4;NPFeature;it;inf5;inf5;
INF5;5;NPFeature;it;inf6;inf6;
INF6;6;NPFeature;it;inf7;inf7;
INT0;0;InterjectionType;;noCompl;noCompl;
INT1;1;InterjectionType;;complDp;complDp;
INT2;2;InterjectionType;;complDpPp;complDpPp;
IPG0;0;InsepParticle;de;bePrtl;be;
IPG1;1;InsepParticle;de;verPrtl;ver;
IPG10;10;InsepParticle;de;gePrtl;ge;
IPG2;2;InsepParticle;de;entPrtl;ent;
IPG3;3;InsepParticle;de;erPrtl;er;
IPG4;4;InsepParticle;de;zerPrtl;zer;
IPG5;5;InsepParticle;de;missPrtl;miss;inseparable
IPG6;6;InsepParticle;de;fehlPrtl;fehl;
IPG7;7;InsepParticle;de;rePrtl;re;
IPG8;8;InsepParticle;de;dePrtl;de;
IPG9;9;InsepParticle;de;inPrtl;in;
MOE0;0;ModalType;en;can;can;
MOE1;1;ModalType;en;dare;dare;
MOE10;10;ModalType;en;will;will;
MOE2;2;ModalType;en;do;do;
MOE3;3;ModalType;en;hadBetter;hadBetter;
MOE4;4;ModalType;en;may;may;
MOE5;5;ModalType;en;must;must;
MOE6;6;ModalType;en;need;need;
MOE7;7;ModalType;en;ought;ought;
MOE8;8;ModalType;en;shall;shall;
MOE9;9;ModalType;en;used;used;
MOF0;0;ModalType;fr;pouvoir;pouvoir;
MOF1;1;ModalType;fr;devoir;devoir;
MOF2;2;ModalType;fr;vouloir;vouloir;
MOG0;0;ModalType;de;wollen;wollen;
MOG1;1;ModalType;de;moegen;moegen;
MOG2;2;ModalType;de;koennen;koennen;
MOG3;3;ModalType;de;duerfen;duerfen;
MOG4;4;ModalType;de;muessen;muessen;
MOG5;5;ModalType;de;sollen;sollen;
MOI0;0;ModalType;it;potere;potere;
MOI1;1;ModalType;it;volere;volere;
MOI2;2;ModalType;it;dovere;dovere;
MOI20;20;Mood;it;indicativo;indicativo;
MOI21;21;Mood;it;imperativo;imperativo;
MOI22;22;Mood;it;congiuntivo;congiuntivo;
MOI23;23;Mood;it;condizionale;condizionale;
MOO20;20;Mood;en,eo,fr,de,es,la,rm,pt;indicative;indicative;
MOO21;21;Mood;en,eo,fr,de,es,la,rm,pt;imperative;imperative;
MOO22;22;Mood;en,eo,es,fr,la,rm,pt;subjunctive;subjunctive;
MOO23;22;Mood;de;conjunctive;conjunctive;
MOO24;24;Mood;rm;conjunctive;conjunctive;indirect speech
MOO25;23;Mood;eo,es,fr,rm,pt;conditional;conditional;
MOO26;23;Mood;en;irrealis;irrealis;
NAL0;0;Numeral;;cardinal;cardinal;seven
NAL1;1;Numeral;;ordinal;ordinal;second
NAL2;2;Numeral;;fractional;fractional;quarter
NIE1;1;NounInflection;en;N_1;standard;
NIE2;2;NounInflection;en;N_2;invariable;
NIF0;1;NounInflection;fr;N_1;-"", -"s" (masc);homme, footballeur
NIF1;2;NounInflection;fr;N_2;-"", -"s" (fem);femme, joueuse 
NIF2;8;NounInflection;fr;N_8;-"", -"s" (masc & fem);
NIF3;3;NounInflection;fr;N_3;-"", -"x" (masc);hibou, cheval, 
NIF4;4;NounInflection;fr;N_4;-"", -"x" (fem);eau, peau
NIF5;7;NounInflection;fr;N_7;-"ail", -"aux";bail, corail, 
NIF6;5;NounInflection;fr;N_5;invariable (masc);
NIF7;6;NounInflection;fr;N_6;invariable (fem);
NIF8;9;NounInflection;fr;N_9;invariable (masc & fem);
NIG1;1;NounInflection;de;1;[1] M Pl -e/0 (Berg, Prozess, Erfinder);der Berg, der Prozess, der Erfinder
NIG10;10;NounInflection;de;10;[10] F Pl -en (Zeitung, Lehrerin, Firma);Zeitung, Lehrerin, Firma
NIG11;11;NounInflection;de;11;[11] M Pl -en, Gen/Dat/Acc -en (Mensch, Extremist, Affe);Mensch, Extremist, Affe
NIG12;12;NounInflection;de;12;[12] M Pl -en, Gen -s (Staat, Doktor, Fötus);Staat, Doktor, Fötus
NIG13;13;NounInflection;de;13;[13] N Pl -en, Gen -s (Ohr, Auge, Ende, Museum);Ohr, Auge, Ende, Museum
NIG14;14;NounInflection;de;14;[14] M Pl -en, NomSg -e/-en, Gen -ens (Glaube, Name);Glaube, Name
NIG16;16;NounInflection;de;16;[16] MFN Nominalisierte Adjektive (Abgeordnete);Abgeordnete
NIG2;2;NounInflection;de;2;[2] N Pl -e/0 (Werk, Verhältnis, Gläschen);das Werk, das Verhältnis, das Gläschen
NIG21;21;NounInflection;de;21;[21] M nur Sing, Gen -s (Europarat, Stolz, Rassismus);Europarat, Stolz, Rassismus
NIG22;22;NounInflection;de;22;[22] N nur Sing, Gen -s (Eis, Basel, Afghanistan, Lesen);Eis, Basel, Afghanistan, Lesen
NIG23;23;NounInflection;de;23;[23] F nur Sing, Gen 0 (Biochemie, Hisbollah);Biochemie, Hisbollah
NIG25;25;NounInflection;de;25;[25] M Eigennamen (Philipp, Hans, Max);Philipp, Hans, Max
NIG26;26;NounInflection;de;26;[26] F Eigennamen (Julia, Heike);Julia, Heike
NIG3;3;NounInflection;de;3;[3] M Pl Umlaut+e/0 (Sohn, Kanal, Vogel);Sohn, Kanal, Vogel
NIG30;30;NounInflection;de;30;[30] MFN nur Plural, Dat -(e)n (Kosten, Eltern, Drittmittel);Kosten, Eltern, Drittmittel
NIG31;31;NounInflection;de;31;[31] M -mann, Pl -leute und -männer (Kaufmann, Feuerwehrmann);Kaufmann, Feuerwehrmann
NIG4;4;NounInflection;de;4;[4] F Pl Umlaut+e/0 (Erkenntnis, Macht, Tochter);Erkenntnis, Macht, Tochter
NIG5;5;NounInflection;de;5;[5] N Pl Umlaut+er (Haus, Glas, Bild);Haus, Glas, Bild
NIG6;6;NounInflection;de;6;[6] M Pl Umlaut+er (Gott, Mann, Wald);Gott, Mann, Wald
NIG7;7;NounInflection;de;7;[7] M Pl -s (Test, Profi);Test, Profi
NIG8;8;NounInflection;de;8;[8] N Pl -s (Radio, Känguruh);Radio, Känguruh
NIG9;9;NounInflection;de;9;[9] F Pl -s (Kamera, Homepage);Kamera, Homepage
NII0;1;NounInflection;it;N_1;[1] -"a", -"i";problema, poeta, profeta, 
NII1;2;NounInflection;it;N_2;[2] -"a", -"e";sorella, monaca, 
NII10;11;NounInflection;it;N_11;[11]  -"e", -"i" (fem);curatrice, curatrici
NII11;12;NounInflection;it;N_12;[12]  -"ia", -"e" (fem);freccia - frecce
